,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Hoods,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,Start_Year,Start_Date
64040,1207543-12-181,1095902,Brex Retail Llc,South Park Cafe,108 South Park St,San Francisco,CA,94107,11/06/2018,,11/06/2018,,0000 Undeliverable Mail,San Francisco,99999,CA,7100-7199 7220-7229,Multiple,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",6.0,Financial District/South Beach,,POINT (-122.39427 37.781586),1207543-12-181-1095902-7100-7199 7220-7229-11-06-2018,31.0,1.0,10.0,8.0,31.0,2018,2018-11-06
64065,1261681-10-201,1118117,A-Z300 Grant Llc,A-Z300 Grant Llc,300 Grant Ave,San Francisco,CA,94108,09/23/2020,,09/23/2020,,1 Front St 2100 Ste,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,D26 H93,Onsite Non-Potable Water Systems - Rainwater,3.0,Financial District/South Beach,,POINT (-122.40539 37.789726),1261681-10-201-1118117-5300-5399-09-23-2020,19.0,6.0,3.0,8.0,19.0,2020,2020-09-23
64108,1212243-02-191,1097971,Somaholistics Llc,Somaholistics Llc,1121 Howard St,San Francisco,CA,94103,02/06/2019,,02/06/2019,,1121 Howard St,San Francisco,94103,CA,4200-4299 4400-4599,Multiple,False,False,Cdp Dcrp,,6.0,South of Market,,POINT (-122.40982 37.7776),1212243-02-191-1097971-4200-4299 4400-4599-02-06-2019,32.0,1.0,10.0,34.0,32.0,2019,2019-02-06
64128,1252494-05-201,1114431,William Duffy,Old Ship Hotel,712 Battery St,San Francisco,CA,94111,04/01/2020,05/08/2022,04/01/2020,05/08/2022,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,Hhh,,3.0,Financial District/South Beach,,POINT (-122.40086 37.79784),1252494-05-201-1114431-5300-5399-04-01-2020,77.0,6.0,3.0,8.0,77.0,2020,2020-04-01
64367,1268834-02-211,1121078,Californios Hospitality Group Llc,Californios,355 11th St,San Francisco,CA,94103,09/21/2020,,09/21/2020,,115 Encline Ct,San Francisco,94127,CA,7220-7229,Food Services,False,False,H26,"Restaurant Greater Than 2,000 Sqft",6.0,South of Market,,POINT (-122.41316 37.77121),1268834-02-211-1121078-7220-7229-09-21-2020,32.0,1.0,10.0,34.0,32.0,2020,2020-09-21
64384,1287127-09-211,1128078,Polina Isaeva,Polina Isaeva,381 Guerrero St,San Francisco,CA,94103,09/07/2021,,09/07/2021,,707 Arguello Blvd Apt 203,San Francisco,94118,CA,,,False,False,J02,Body Art Practitioner,8.0,Mission,,POINT (-122.42406 37.76514),1287127-09-211-1128078--09-07-2021,37.0,3.0,5.0,20.0,37.0,2021,2021-09-07
64398,1308027-06-221,1136264,"Cousins 22, Llc",Kpop Chicken,1433 Bush St Unit 402,San Francisco,CA,94109,06/17/2022,,06/17/2022,,1433 Bush St Unit 402,San Francisco,94109,CA,7220-7229,Food Services,False,False,D03,,3.0,Nob Hill,,POINT (-122.420876 37.7886),1308027-06-221-1136264-7220-7229-06-17-2022,50.0,4.0,3.0,21.0,50.0,2022,2022-06-17
64584,1203204-10-181,916232,Mile Hi Valet Svc Inc,Mile Hi Valet Service Inc,495 Beach St,San Francisco,CA,94133,08/07/2008,,11/01/2018,,450 Plymouth Rd Ste 300,Plymouth Meeting,19462,PA,4800-4999,Transportation and Warehousing,True,False,P48,Valet Parking - Fixed Location,3.0,North Beach,,POINT (-122.41708 37.807068),1203204-10-181-0916232-4800-4999-11-01-2018,99.0,6.0,3.0,23.0,99.0,2018,2018-11-01
64963,1298638-02-221,1132531,Trela Caler,Free Cookiez,1200 Clay St Apt 10,San Francisco,CA,94108,02/24/2022,,02/24/2022,,0000 Undeliverable Mail,San Francisco,99999,CA,7220-7229,Food Services,False,False,H98,Cottage Food Kitchen - Tier A (Direct Sales),3.0,Nob Hill,,POINT (-122.41295 37.793446),1298638-02-221-1132531-7220-7229-02-24-2022,16.0,6.0,3.0,21.0,16.0,2022,2022-02-24
65057,1210905-01-191,934070,Finest Corporation,Finest,888 Brannan St Ste 1170,San Francisco,CA,94103,09/06/1994,,01/24/2019,,888 Brannan St 1170 Ste,San Francisco,94103,CA,4200-4299,Wholesale Trade,False,False,D19 D39,Multiple,6.0,South of Market,,POINT (-122.40517 37.771538),1210905-01-191-0934070-4200-4299-01-24-2019,33.0,1.0,10.0,34.0,33.0,2019,2019-01-24
65104,1322407-01-231,1142318,Youngwook Lee,Youngwook Lee,310 Valencia St,San Francisco,CA,94103,12/29/2022,,12/29/2022,,310 Valencia St,San Francisco,94103,CA,,,False,False,J02,,9.0,Mission,,POINT (-122.42221 37.767914),1322407-01-231-1142318--12-29-2022,37.0,3.0,5.0,20.0,37.0,2022,2022-12-29
65208,1307545-06-221,1136076,M&p Food Group Inc,Dumpling Kitchen Ii,544 Castro St,San Francisco,CA,94114,06/13/2022,,06/13/2022,,544 Castro St,San Francisco,94114,CA,7220-7229,Food Services,False,False,H25,,8.0,Castro/Upper Market,,POINT (-122.43497 37.76016),1307545-06-221-1136076-7220-7229-06-13-2022,38.0,3.0,5.0,5.0,38.0,2022,2022-06-13
65222,1309530-07-221,1136841,Sam House Trading Inc,Sam House Trading Inc,1735 Ocean Ave,San Francisco,CA,94112,07/11/2022,,07/11/2022,,1735 Ocean Ave,San Francisco,94112,CA,4400-4599,Retail Trade,False,False,H03,,11.0,Oceanview/Merced/Ingleside,,POINT (-122.460625 37.724773),1309530-07-221-1136841-4400-4599-07-11-2022,64.0,10.0,8.0,24.0,64.0,2022,2022-07-11
65374,1322532-01-231,1142375,Areej Mussadi,Areej Mussadi,81 Langton St,San Francisco,CA,94103,11/07/2022,,11/07/2022,,8400 Oceanview Ter # 119,San Francisco,94132,CA,,,False,False,J02,,6.0,South of Market,,POINT (-122.40869 37.776604),1322532-01-231-1142375--11-07-2022,32.0,1.0,10.0,34.0,32.0,2022,2022-11-07
65469,1295441-01-221,1131198,Jane H Cookies Llc,Jane H Cookies Llc,1655 Mission St Unit 947,San Francisco,CA,94103,01/17/2022,,01/17/2022,,0000 Undeliverable Mail,San Francisco,99999,CA,7220-7229,Food Services,False,False,H98,Cottage Food Kitchen - Tier A (Direct Sales),6.0,Mission,,POINT (-122.41942 37.771427),1295441-01-221-1131198-7220-7229-01-17-2022,32.0,1.0,10.0,20.0,32.0,2022,2022-01-17
65551,1269514-02-211,1121361,Gsp3349 Inc,Golden State Pizza & Grill 2,3349 Mission St,San Francisco,CA,94110,02/14/2021,,02/14/2021,,3349 Mission St,San Francisco,94110,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",9.0,Bernal Heights,,POINT (-122.42138 37.743225),1269514-02-211-1121361-7220-7229-02-14-2021,83.0,9.0,2.0,2.0,83.0,2021,2021-02-14
65600,1240410-12-191,1088434,Suhaila Farhat,Grab & Eat,3499 Mission St,San Francisco,CA,94110,04/01/2018,,03/22/2019,,9800 Sepulveda Blvd Unit 19,North Hills,91343,CA,7220-7229,Food Services,False,False,H07,Retail Food Market W/food Prep. Lt 5001 Sqft,9.0,Bernal Heights,,POINT (-122.42276 37.741096),1240410-12-191-1088434-7220-7229-03-22-2019,83.0,9.0,2.0,2.0,83.0,2019,2019-03-22
65683,1287510-09-211,426349,Andersen Tax Llc,Andersen Tax Llc,333 Bush St Ste 1700,San Francisco,CA,94104-2831,01/01/2008,,01/13/2020,,333 Bush St 1700 Ste,San Francisco,94104,CA,5210-5239,Financial Services,False,False,D04,,3.0,Financial District/South Beach,,POINT (-122.40321 37.790836),1287510-09-211-0426349-5210-5239-01-13-2020,19.0,6.0,3.0,8.0,19.0,2020,2020-01-13
65823,1320869-12-221,1141644,Oceanic Sfo Lp,Cornell De France,715 Bush St,San Francisco,CA,94108,12/30/2022,,12/30/2022,,9685 Via Excelencia Ste 208,San Diego,92126,CA,,,False,True,Hhh,,3.0,Nob Hill,,POINT (-122.40908 37.789867),1320869-12-221-1141644--12-30-2022,19.0,6.0,3.0,21.0,19.0,2022,2022-12-30
66035,1322391-01-231,1142310,Alyssa Lanae Appleberry,Alyssa Lanae Appleberry,3182 21th St,San Francisco,CA,94110,12/27/2022,,12/27/2022,,114 Naples St,San Francisco,94112,CA,,,False,False,J02,,9.0,Mission,,POINT (-122.41863 37.757263),1322391-01-231-1142310--12-27-2022,53.0,3.0,2.0,20.0,53.0,2022,2022-12-27
66037,1322403-01-231,1142312,Tiffani Frances Mah-Cheung,Tiffani Frances Mah-Cheung,1600 Ocean Ave,San Francisco,CA,94112,11/18/2022,,11/18/2022,,846 27th Ave,San Francisco,94121,CA,,,False,False,J02,,7.0,West of Twin Peaks,,POINT (-122.4593 37.724606),1322403-01-231-1142312--11-18-2022,71.0,10.0,8.0,41.0,71.0,2022,2022-11-18
66111,1322405-01-231,1142317,Marco Matarese,Marco Matarese,310 Valencia St,San Francisco,CA,94103,12/29/2022,,12/29/2022,,310 Valencia St,San Francisco,94103,CA,,,False,False,J02,,9.0,Mission,,POINT (-122.42221 37.767914),1322405-01-231-1142317--12-29-2022,37.0,3.0,5.0,20.0,37.0,2022,2022-12-29
66123,1322409-01-231,1142319,Mattia Congiu,Mattia Congiu,310 Valencia St,San Francisco,CA,94103,12/29/2022,,12/29/2022,,310 Valencia St,San Francisco,94103,CA,,,False,False,J02,,9.0,Mission,,POINT (-122.42221 37.767914),1322409-01-231-1142319--12-29-2022,37.0,3.0,5.0,20.0,37.0,2022,2022-12-29
66124,1322411-01-231,1142320,Maggie Ngoc My Nguyen,Maggie Ngoc My Nguyen,3150 18th St # 276,San Francisco,CA,94110,12/23/2022,,12/23/2022,,60 Oaklawn Dr #2,Daly City,94015,CA,,,False,False,J02,,9.0,Mission,,POINT (-122.41415 37.762177),1322411-01-231-1142320--12-23-2022,53.0,3.0,2.0,20.0,53.0,2022,2022-12-23
66138,1322413-01-231,1142321,Manuel Cetrangolo,Manuel Cetrangolo,228 Columbus Ave,San Francisco,CA,94133,12/22/2022,,12/22/2022,,228 Columbus Ave,San Francisco,94133,CA,,,False,False,J02,,3.0,North Beach,,POINT (-122.40591 37.797375),1322413-01-231-1142321--12-22-2022,106.0,6.0,3.0,23.0,106.0,2022,2022-12-22
66387,1322541-01-231,1140249,New Project Zen Inc,Zen Massage Sf,325 Bay St,San Francisco,CA,94133,10/18/2022,,10/18/2022,,325 Bay St,San Francisco,94133,CA,,,False,False,H67,,3.0,North Beach,,POINT (-122.41241 37.80574),1322541-01-231-1140249--10-18-2022,106.0,6.0,3.0,23.0,106.0,2022,2022-10-18
67432,1226017-06-191,168329,Bon Appetit Management Co,Budweiser West Club Bar 300,1 Warriors Way Lvl 300 West,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H87,Bars/taverns W/food Prep,6.0,Mission Bay,,POINT (-122.386406 37.768967),1226017-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
67677,1201088-09-181,1092204,Kiffen Llc,Kiffen Llc,570 Bryant St,San Francisco,CA,94107,08/01/2018,,08/01/2018,,570 Bryant St,San Francisco,94107,CA,3100-3399,Manufacturing,False,False,Cdp Cmfp Dcrp,,6.0,South of Market,,POINT (-122.39744 37.780098),1201088-09-181-1092204-3100-3399-08-01-2018,32.0,1.0,10.0,34.0,32.0,2018,2018-08-01
67956,1275995-04-211,456720,Hanoli Inc,Hanoli Inc Dba Olivier's Butchery,1192 Illinois St,San Francisco,CA,94107-3105,03/01/2011,,04/27/2021,,666 Post St Apt 501,San Francisco,94109,CA,,,False,False,H07,Retail Food Market W/food Prep. Lt 5001 Sqft,10.0,Potrero Hill,,POINT (-122.38719 37.75636),1275995-04-211-0456720--04-27-2021,55.0,2.0,9.0,26.0,55.0,2021,2021-04-27
68097,1226016-06-191,168329,Bon Appetit Management Co,Tony's Pizza South 300,1 Warriors Way Lvl 300 West,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H36,Stadium Concession,6.0,Mission Bay,,POINT (-122.386406 37.768967),1226016-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
68116,1187788-05-181,1087502,Jennifer Filenius,My Dog Walker Sf,750 Prairie Creek Dr,Pacifica,CA,94044,05/09/2018,,05/09/2018,,95 Clarendon Rd 7 Apt,Pacifica,94044,CA,7100-7199,"Arts, Entertainment, and Recreation",False,False,C02,Commercial Dog Walker - Owner,,,,POINT (-122.4607 37.589153),1187788-05-181-1087502-7100-7199-05-09-2018,,,,,,2018,2018-05-09
68202,1187756-05-181,1087354,"Peoples Townsend, Inc",Peoples Barber,133 Townsend St,San Francisco,CA,94107,05/07/2018,,05/09/2018,,924 Grove St,San Francisco,94117,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,Pos01,Multiple,6.0,Mission Bay,,POINT (-122.39096 37.780228),1187756-05-181-1087354-5400-5499-05-09-2018,31.0,1.0,10.0,4.0,31.0,2018,2018-05-09
68264,1181254-03-181,1084573,Lolas78 Inc,Blue Fog Market,2567 Gough St,San Francisco,CA,94123,03/06/2018,,03/06/2018,,2972 Morgan Dr,San Ramon,94583,CA,4400-4599,Retail Trade,False,False,H07 H73 Pos01,Multiple,2.0,Marina,,POINT (-122.42705 37.796864),1181254-03-181-1084573-4400-4599-03-06-2018,102.0,4.0,6.0,13.0,102.0,2018,2018-03-06
68351,1209431-01-191,1096730,Rlchen Llc,Jack's Laundry,196 Noe St,San Francisco,CA,94114,01/09/2019,,01/09/2019,,1275 Bowdoin St,San Francisco,94134,CA,,,False,False,H48,Wash Laundry,8.0,Castro/Upper Market,,POINT (-122.433304 37.765976),1209431-01-191-1096730--01-09-2019,28.0,7.0,5.0,5.0,28.0,2019,2019-01-09
68374,1297255-02-221,1131948,Bordj Food Inc,Bordj Food,199 New Montgomery St Ste A,San Francisco,CA,94105,02/09/2022,,02/09/2022,,0000 Undeliverable Mail,San Francisco,99999,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",6.0,Financial District/South Beach,,POINT (-122.39903 37.786293),1297255-02-221-1131948-7220-7229-02-09-2022,32.0,1.0,10.0,8.0,32.0,2022,2022-02-09
68383,1195090-07-181,1090202,629 Jackson Llc,629 Jackson Llc,629 Jackson St,San Francisco,CA,94133,07/02/2018,,07/02/2018,,627 Jackson St,San Francisco,94133,CA,7210-7219,Accommodations,False,False,Hhh,,3.0,Chinatown,,POINT (-122.40563 37.796124),1195090-07-181-1090202-7210-7219-07-02-2018,104.0,6.0,3.0,6.0,104.0,2018,2018-07-02
68462,1299025-02-221,1132697,"Better Gan, Inc",Extreme Pizza,3911 Alemany Blvd Ste 1001,San Francisco,CA,94132,02/28/2022,,02/28/2022,,0000 Undeliverable Mail,San Francisco,99999,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",7.0,Oceanview/Merced/Ingleside,,POINT (-122.46807 37.71101),1299025-02-221-1132697-7220-7229-02-28-2022,65.0,10.0,8.0,24.0,65.0,2022,2022-02-28
68501,1216460-03-191,1099778,Samra Bros Inc,26th & Guerrero Market,1400 Guerrero St,San Francisco,CA,94110,03/19/2019,,03/19/2019,,1400 Guerrero St,San Francisco,94110,CA,4400-4599,Retail Trade,False,False,H03 H31,Multiple,8.0,Mission,,POINT (-122.42263 37.74869),1216460-03-191-1099778-4400-4599-03-19-2019,52.0,3.0,5.0,20.0,52.0,2019,2019-03-19
68525,1282882-07-211,1111620,Gnarly Narwhal Llc,California Street Cannabis Co. At Clement,235 Clement St,San Francisco,CA,94118,12/23/2019,,12/23/2019,,235 Clement St,San Francisco,94118,CA,4400-4599,Retail Trade,False,False,Crp P54,Limited Live Performance,1.0,Inner Richmond,,POINT (-122.46161 37.783043),1282882-07-211-1111620-4400-4599-12-23-2019,5.0,8.0,4.0,11.0,5.0,2019,2019-12-23
68563,1180976-03-181,1084442,Lorena Flores,Joey And Pat's Bakery & Coffee,2499 Folsom St,San Francisco,CA,94110,03/02/2018,,03/02/2018,,2499 Folsom St,San Francisco,94110,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",9.0,Mission,,POINT (-122.41451 37.75739),1180976-03-181-1084442-7220-7229-03-02-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-03-02
68572,1220765-05-191,1099662,Huyen Choeun,Huyen Choeun,350 22nd Ave #6,San Francisco,CA,94121,03/17/2019,,04/19/2019,,942 Ingerson Ave,San Francisco,94124,CA,,,False,False,J02,Body Art Practitioner,1.0,Outer Richmond,,POINT (-122.48155 37.781178),1220765-05-191-1099662--04-19-2019,8.0,8.0,4.0,29.0,8.0,2019,2019-04-19
68678,1304969-05-221,1135112,Norcal Prime Foods Distributor Inc,Norcal Prime Foods Distributor Inc,936 Detroit Ave Unit D,Concord,CA,94518,05/12/2022,,05/12/2022,,0000 Undeliverable Mail,San Francisco,99999,CA,7220-7229,Food Services,False,False,H34,Caterer Retail Food Vehicles,,,,POINT (-122.02726 37.9498),1304969-05-221-1135112-7220-7229-05-12-2022,,,,,,2022,2022-05-12
68705,1185422-04-181,1086509,Gabriela D Rivas Soza,Oye Managua,3385 Mission St,San Francisco,CA,94110,04/18/2018,,04/18/2018,,3385 Mission St,San Francisco,94110,CA,2200-2299,Utilities,False,False,H24 P54,Multiple,9.0,Bernal Heights,,POINT (-122.42185 37.7425),1185422-04-181-1086509-2200-2299-04-18-2018,83.0,9.0,2.0,2.0,83.0,2018,2018-04-18
68745,1177219-01-181,1082828,Pacific Collision Care,Pacific Collision Care,1423 Valencia St,San Francisco,CA,94110,01/29/2018,,01/29/2018,,1423 Valencia St,San Francisco,94110,CA,8100-8139,Certain Services,False,False,D03 D10 D23,Multiple,9.0,Mission,,POINT (-122.42043 37.7501),1177219-01-181-1082828-8100-8139-01-29-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-01-29
68760,1216589-03-191,1095071,New Alpha Three Inc,Courtesy Tow,220 Rankin St,San Francisco,CA,94124,11/01/2018,,03/11/2019,05/20/2022,72 Bismark St,Daly City,94014,CA,4800-4999,Transportation and Warehousing,False,False,P51,Tow Car Owner,10.0,Bayview Hunters Point,,POINT (-122.3918 37.745575),1216589-03-191-1095071-4800-4999-03-11-2019,56.0,2.0,9.0,1.0,56.0,2019,2019-03-11
68818,1211584-01-191,1074646,"Obour Foods, Llc","Obour Foods, Llc",244 Clement St,San Francisco,CA,94118,08/11/2017,,01/31/2019,,1566 Carroll Ave,San Francisco,94124,CA,3100-3399,Manufacturing,False,False,H34,Caterer Retail Food Vehicles,1.0,Inner Richmond,,POINT (-122.4617 37.783092),1211584-01-191-1074646-3100-3399-01-31-2019,5.0,8.0,4.0,11.0,5.0,2019,2019-01-31
68854,1217598-04-191,1100255,Loparc,Love Shack By Sparc,502 14th St,San Francisco,CA,94103,04/01/2019,,04/01/2019,11/01/2021,502 14th St,San Francisco,94103,CA,,,False,False,H72,Medical Cannabis Dispensary,8.0,Mission,,POINT (-122.42457 37.768024),1217598-04-191-1100255--04-01-2019,37.0,3.0,5.0,20.0,37.0,2019,2019-04-01
68909,1297828-02-221,1096345,Carmen Chow,Carmen's Canvas,2321 Pine St,San Francisco,CA,94115,01/01/2019,,01/01/2019,,Po Box 15518,San Francisco,94115,CA,,,False,False,J01,Body Art Establishment,5.0,Pacific Heights,,POINT (-122.434044 37.787872),1297828-02-221-1096345--01-01-2019,103.0,4.0,11.0,30.0,103.0,2019,2019-01-01
68947,1181368-03-181,1084625,Sagebrook Senior Living At San Francisco,Sagebrook Senior Living At San Francisco,2750 Geary Blvd,San Francisco,CA,94118,05/16/2016,,01/16/2018,,4241 Jutland Dr 210 Ste,San Diego,92117,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,D26,Station Tanks - Above Ground,2.0,Presidio Heights,,POINT (-122.44859 37.78244),1181368-03-181-1084625-5300-5399-01-16-2018,11.0,8.0,6.0,31.0,11.0,2018,2018-01-16
69072,1241464-12-191,1066246,Gambinos Deli Inc,Gambinos Deli Inc,799 Battery St,San Francisco,CA,94111,02/27/2017,,12/30/2019,,1 Embarcadero Ctr,San Francisco,94111,CA,4400-4599,Retail Trade,False,False,H24,"Restaurant Less Than 1,000 Sqft",3.0,Financial District/South Beach,,POINT (-122.40107 37.79849),1241464-12-191-1066246-4400-4599-12-30-2019,106.0,6.0,3.0,8.0,106.0,2019,2019-12-30
69148,1187433-05-181,1087390,Golden Star Tattoo Company Llc,Golden Star Tattoo Company,850 Clay,San Francisco,CA,94108,05/07/2018,,05/07/2018,,1814 Hyde St,San Francisco,94109,CA,,,False,False,J01,Body Art Establishment,3.0,Chinatown,,POINT (-122.40741 37.79415),1187433-05-181-1087390--05-07-2018,104.0,6.0,3.0,6.0,104.0,2018,2018-05-07
69225,1207631-12-181,1095941,3910 Lounge Llc,3910 Lounge Llc,3910 Geary Blvd,San Francisco,CA,94118,12/14/2018,,12/14/2018,,3910 Geary Blvd,San Francisco,94118,CA,,,False,False,A45 D04 P23,Multiple,1.0,Inner Richmond,,POINT (-122.46125 37.781246),1207631-12-181-1095941--12-14-2018,5.0,8.0,4.0,11.0,5.0,2018,2018-12-14
69236,1185440-04-181,1086520,Inn At The Opera Owners Association,Inn At The Opera Owners Association,333 Fulton St,San Francisco,CA,94102,04/17/2018,,04/17/2018,,10750 W Charleston Blvd Ste 130,Las Vegas,89135,NV,7210-7219,Accommodations,False,False,Y,,5.0,Hayes Valley,,POINT (-122.42228 37.77886),1185440-04-181-1086520-7210-7219-04-17-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-04-17
69244,1201179-09-181,1092970,Iyara 985 Llc,Iyara Traditional Thai Massage,1711 Haight St,San Francisco,CA,94117,09/09/2018,,09/09/2018,,1711 Haight St,San Francisco,94117,CA,6100-6299,Private Education and Health Services,False,False,H67,Massage Establishment,5.0,Haight Ashbury,,POINT (-122.45091 37.769474),1201179-09-181-1092970-6100-6299-09-09-2018,25.0,7.0,11.0,3.0,25.0,2018,2018-09-09
69245,1205306-11-181,1094876,"Deli Spot District, Llc",Two Sons Sandwiches,2249 17th St,San Francisco,CA,94103,11/01/2018,,11/01/2018,,2249 17th St,San Francisco,94103,CA,4400-4599,Retail Trade,False,False,H07,Retail Food Market W/food Prep. Lt 5001 Sqft,10.0,Potrero Hill,,POINT (-122.40594 37.76455),1205306-11-181-1094876-4400-4599-11-01-2018,54.0,3.0,9.0,20.0,54.0,2018,2018-11-01
69324,1197852-08-181,1091257,Mohamed Patel,America Hotel,1075 Post St,San Francisco,CA,94109,08/08/2018,,08/08/2018,,1075 Post St,San Francisco,94109,CA,5300-5399,Real Estate and Rental and Leasing Services,False,True,Hhh,,3.0,Tenderloin,,POINT (-122.41946 37.78686),1197852-08-181-1091257-5300-5399-08-08-2018,50.0,4.0,10.0,36.0,50.0,2018,2018-08-08
69335,1189964-05-181,1073452,Manny's,Manny's,3092 16th St,San Francisco,CA,94103,07/18/2017,,04/24/2018,,3092 16th St,San Francisco,94103,CA,7100-7199,"Arts, Entertainment, and Recreation",False,False,D04 H24 P54,Multiple,9.0,Mission,,POINT (-122.421715 37.764954),1189964-05-181-1073452-7100-7199-04-24-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-04-24
69341,1282738-07-211,1126368,Marylou Chingcuangco And Irma Chingcuangco,Irma's Pampanga Restaurant,2901 16th St,San Francisco,CA,94103,07/22/2021,,07/22/2021,,2155 Mission St,San Francisco,94110,CA,7220-7229,Food Services,False,False,H25,,9.0,Mission,,POINT (-122.417595 37.76515),1282738-07-211-1126368-7220-7229-07-22-2021,53.0,3.0,2.0,20.0,53.0,2021,2021-07-22
69461,1198750-08-181,1091867,Maxrox Llc,A Mailboxes & More,3288 21st St,San Francisco,CA,94110,07/25/2018,,08/23/2018,,3041 Mission St,San Francisco,94110,CA,4400-4599,Retail Trade,False,False,Pos01 Wm19,Multiple,9.0,Mission,,POINT (-122.420845 37.756947),1198750-08-181-1091867-4400-4599-08-23-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-08-23
69462,1192163-06-181,1089180,Nijem & Khalaf Inc,Presidio Pizza Company,1862 Divisadero St,San Francisco,CA,94115,06/17/2018,,06/17/2018,,1862 Divisadero St,San Francisco,94115,CA,4400-4599,Retail Trade,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",2.0,Pacific Heights,,POINT (-122.440094 37.78676),1192163-06-181-1089180-4400-4599-06-17-2018,103.0,4.0,6.0,30.0,103.0,2018,2018-06-17
